"subj","trial","choice","rxn_time","machine","StimuliSeen","stim","S0","S1","S2","Selse"
"1",1,"YES",973.899999991059,1,3,2.875,1.125,1.875,2.875,NA
"1",1,"YES",973.899999991059,1,3,1.875,1.125,1.875,2.875,NA
"1",1,"YES",973.899999991059,1,3,1.125,1.125,1.875,2.875,NA
"1",2,"YES",1161.19999998808,1,3,2.875,2.125,2.875,2.875,NA
"1",2,"YES",1161.19999998808,1,3,2.875,2.125,2.875,2.875,NA
"1",2,"YES",1161.19999998808,1,3,2.125,2.125,2.875,2.875,NA
"1",3,"NO",1394,-2,4,0.875,-2.375,-2.875,-2.875,0.875
"1",3,"NO",1394,-2,4,-2.875,-2.375,-2.875,-2.875,0.875
"1",3,"NO",1394,-2,4,-2.875,-2.375,-2.875,-2.875,0.875
"1",3,"NO",1394,-2,4,-2.375,-2.375,-2.875,-2.875,0.875
"1",4,"NO",2413.20000000298,-2,8,0.875,0.875,-2.875,-1.875,-2.875
"1",4,"NO",2413.20000000298,-2,8,-0.375,0.875,-2.875,-1.875,-2.875
"1",4,"NO",2413.20000000298,-2,8,-2.875,0.875,-2.875,-1.875,-2.875
"1",4,"NO",2413.20000000298,-2,8,-1.875,0.875,-2.875,-1.875,-2.875
"1",4,"NO",2413.20000000298,-2,8,-2.875,0.875,-2.875,-1.875,-2.875
"1",4,"NO",2413.20000000298,-2,8,-1.875,0.875,-2.875,-1.875,-2.875
"1",4,"NO",2413.20000000298,-2,8,-2.875,0.875,-2.875,-1.875,-2.875
"1",4,"NO",2413.20000000298,-2,8,0.875,0.875,-2.875,-1.875,-2.875
"1",5,"NO",4054.5,-1,13,0.375,-2.625,-2.875,-0.875,0.375
"1",5,"NO",4054.5,-1,13,1.375,-2.625,-2.875,-0.875,0.375
"1",5,"NO",4054.5,-1,13,-2.875,-2.625,-2.875,-0.875,0.375
"1",5,"NO",4054.5,-1,13,-2.875,-2.625,-2.875,-0.875,0.375
"1",5,"NO",4054.5,-1,13,0.125,-2.625,-2.875,-0.875,0.375
"1",5,"NO",4054.5,-1,13,-0.875,-2.625,-2.875,-0.875,0.375
"1",5,"NO",4054.5,-1,13,1.625,-2.625,-2.875,-0.875,0.375
"1",5,"NO",4054.5,-1,13,-2.375,-2.625,-2.875,-0.875,0.375
"1",5,"NO",4054.5,-1,13,0.875,-2.625,-2.875,-0.875,0.375
"1",5,"NO",4054.5,-1,13,0.375,-2.625,-2.875,-0.875,0.375
"1",5,"NO",4054.5,-1,13,-0.875,-2.625,-2.875,-0.875,0.375
"1",5,"NO",4054.5,-1,13,-2.875,-2.625,-2.875,-0.875,0.375
"1",5,"NO",4054.5,-1,13,-2.625,-2.625,-2.875,-0.875,0.375
"1",6,"YES",3746.89999999106,1,12,2.875,0.125,0.875,1.625,-0.875
"1",6,"YES",3746.89999999106,1,12,1.875,0.125,0.875,1.625,-0.875
"1",6,"YES",3746.89999999106,1,12,2.875,0.125,0.875,1.625,-0.875
"1",6,"YES",3746.89999999106,1,12,-1.375,0.125,0.875,1.625,-0.875
"1",6,"YES",3746.89999999106,1,12,1.625,0.125,0.875,1.625,-0.875
"1",6,"YES",3746.89999999106,1,12,0.875,0.125,0.875,1.625,-0.875
"1",6,"YES",3746.89999999106,1,12,2.875,0.125,0.875,1.625,-0.875
"1",6,"YES",3746.89999999106,1,12,1.875,0.125,0.875,1.625,-0.875
"1",6,"YES",3746.89999999106,1,12,-0.875,0.125,0.875,1.625,-0.875
"1",6,"YES",3746.89999999106,1,12,1.625,0.125,0.875,1.625,-0.875
"1",6,"YES",3746.89999999106,1,12,0.875,0.125,0.875,1.625,-0.875
"1",6,"YES",3746.89999999106,1,12,0.125,0.125,0.875,1.625,-0.875
"1",7,"NO",1280.20000000298,0,4,0.875,2.875,-0.625,-2.625,0.875
"1",7,"NO",1280.20000000298,0,4,-2.625,2.875,-0.625,-2.625,0.875
"1",7,"NO",1280.20000000298,0,4,-0.625,2.875,-0.625,-2.625,0.875
"1",7,"NO",1280.20000000298,0,4,2.875,2.875,-0.625,-2.625,0.875
"1",8,"YES",1809.79999999702,2,6,2.875,-0.125,1.625,1.625,2.125
"1",8,"YES",1809.79999999702,2,6,2.875,-0.125,1.625,1.625,2.125
"1",8,"YES",1809.79999999702,2,6,2.125,-0.125,1.625,1.625,2.125
"1",8,"YES",1809.79999999702,2,6,1.625,-0.125,1.625,1.625,2.125
"1",8,"YES",1809.79999999702,2,6,1.625,-0.125,1.625,1.625,2.125
"1",8,"YES",1809.79999999702,2,6,-0.125,-0.125,1.625,1.625,2.125
"1",9,"YES",5846.79999999702,2,19,0.625,2.875,0.375,1.375,2.125
"1",9,"YES",5846.79999999702,2,19,2.875,2.875,0.375,1.375,2.125
"1",9,"YES",5846.79999999702,2,19,1.625,2.875,0.375,1.375,2.125
"1",9,"YES",5846.79999999702,2,19,0.375,2.875,0.375,1.375,2.125
"1",9,"YES",5846.79999999702,2,19,2.875,2.875,0.375,1.375,2.125
"1",9,"YES",5846.79999999702,2,19,1.375,2.875,0.375,1.375,2.125
"1",9,"YES",5846.79999999702,2,19,2.875,2.875,0.375,1.375,2.125
"1",9,"YES",5846.79999999702,2,19,1.375,2.875,0.375,1.375,2.125
"1",9,"YES",5846.79999999702,2,19,1.625,2.875,0.375,1.375,2.125
"1",9,"YES",5846.79999999702,2,19,2.625,2.875,0.375,1.375,2.125
"1",9,"YES",5846.79999999702,2,19,-1.625,2.875,0.375,1.375,2.125
"1",9,"YES",5846.79999999702,2,19,2.375,2.875,0.375,1.375,2.125
"1",9,"YES",5846.79999999702,2,19,-0.625,2.875,0.375,1.375,2.125
"1",9,"YES",5846.79999999702,2,19,-2.875,2.875,0.375,1.375,2.125
"1",9,"YES",5846.79999999702,2,19,-2.875,2.875,0.375,1.375,2.125
"1",9,"YES",5846.79999999702,2,19,2.125,2.875,0.375,1.375,2.125
"1",9,"YES",5846.79999999702,2,19,1.375,2.875,0.375,1.375,2.125
"1",9,"YES",5846.79999999702,2,19,0.375,2.875,0.375,1.375,2.125
"1",9,"YES",5846.79999999702,2,19,2.875,2.875,0.375,1.375,2.125
"1",10,"YES",2706.20000000298,2,9,0.625,-0.125,2.875,0.625,2.125
"1",10,"YES",2706.20000000298,2,9,2.625,-0.125,2.875,0.625,2.125
"1",10,"YES",2706.20000000298,2,9,2.875,-0.125,2.875,0.625,2.125
"1",10,"YES",2706.20000000298,2,9,1.125,-0.125,2.875,0.625,2.125
"1",10,"YES",2706.20000000298,2,9,0.875,-0.125,2.875,0.625,2.125
"1",10,"YES",2706.20000000298,2,9,2.125,-0.125,2.875,0.625,2.125
"1",10,"YES",2706.20000000298,2,9,0.625,-0.125,2.875,0.625,2.125
"1",10,"YES",2706.20000000298,2,9,2.875,-0.125,2.875,0.625,2.125
"1",10,"YES",2706.20000000298,2,9,-0.125,-0.125,2.875,0.625,2.125
"1",11,"NO",2329,-1,7,2.875,-0.625,-2.875,1.625,-1.625
"1",11,"NO",2329,-1,7,0.625,-0.625,-2.875,1.625,-1.625
"1",11,"NO",2329,-1,7,-2.875,-0.625,-2.875,1.625,-1.625
"1",11,"NO",2329,-1,7,-1.625,-0.625,-2.875,1.625,-1.625
"1",11,"NO",2329,-1,7,1.625,-0.625,-2.875,1.625,-1.625
"1",11,"NO",2329,-1,7,-2.875,-0.625,-2.875,1.625,-1.625
"1",11,"NO",2329,-1,7,-0.625,-0.625,-2.875,1.625,-1.625
"1",12,"NO",1431.90000000596,0,4,0.125,-0.625,-1.125,-0.125,0.125
"1",12,"NO",1431.90000000596,0,4,-0.125,-0.625,-1.125,-0.125,0.125
"1",12,"NO",1431.90000000596,0,4,-1.125,-0.625,-1.125,-0.125,0.125
"1",12,"NO",1431.90000000596,0,4,-0.625,-0.625,-1.125,-0.125,0.125
"1",13,"NO",1381.10000000894,-2,4,2.875,-2.875,-2.875,-2.875,2.875
"1",13,"NO",1381.10000000894,-2,4,-2.875,-2.875,-2.875,-2.875,2.875
"1",13,"NO",1381.10000000894,-2,4,-2.875,-2.875,-2.875,-2.875,2.875
"1",13,"NO",1381.10000000894,-2,4,-2.875,-2.875,-2.875,-2.875,2.875
"1",14,"NO",1348.70000000298,-2,4,0.625,-2.875,-1.625,-1.125,0.625
"1",14,"NO",1348.70000000298,-2,4,-1.125,-2.875,-1.625,-1.125,0.625
"1",14,"NO",1348.70000000298,-2,4,-1.625,-2.875,-1.625,-1.125,0.625
"1",14,"NO",1348.70000000298,-2,4,-2.875,-2.875,-1.625,-1.125,0.625
"1",15,"NO",1396,-1,4,0.375,-2.625,-0.625,0.625,0.375
"1",15,"NO",1396,-1,4,0.625,-2.625,-0.625,0.625,0.375
"1",15,"NO",1396,-1,4,-0.625,-2.625,-0.625,0.625,0.375
"1",15,"NO",1396,-1,4,-2.625,-2.625,-0.625,0.625,0.375
"1",16,"NO",1483.59999999404,-2,4,0.875,-0.625,-1.875,-2.875,0.875
"1",16,"NO",1483.59999999404,-2,4,-2.875,-0.625,-1.875,-2.875,0.875
"1",16,"NO",1483.59999999404,-2,4,-1.875,-0.625,-1.875,-2.875,0.875
"1",16,"NO",1483.59999999404,-2,4,-0.625,-0.625,-1.875,-2.875,0.875
"1",17,"YES",1435.39999999106,2,4,2.875,2.625,2.875,2.375,2.875
"1",17,"YES",1435.39999999106,2,4,2.375,2.625,2.875,2.375,2.875
"1",17,"YES",1435.39999999106,2,4,2.875,2.625,2.875,2.375,2.875
"1",17,"YES",1435.39999999106,2,4,2.625,2.625,2.875,2.375,2.875
"1",18,"NO",1642,-2,5,0.625,-0.875,-2.875,-2.875,-2.875
"1",18,"NO",1642,-2,5,-2.875,-0.875,-2.875,-2.875,-2.875
"1",18,"NO",1642,-2,5,-2.875,-0.875,-2.875,-2.875,-2.875
"1",18,"NO",1642,-2,5,-2.875,-0.875,-2.875,-2.875,-2.875
"1",18,"NO",1642,-2,5,-0.875,-0.875,-2.875,-2.875,-2.875
"1",19,"YES",1245,2,4,2.875,2.625,2.875,2.375,2.875
"1",19,"YES",1245,2,4,2.375,2.625,2.875,2.375,2.875
"1",19,"YES",1245,2,4,2.875,2.625,2.875,2.375,2.875
"1",19,"YES",1245,2,4,2.625,2.625,2.875,2.375,2.875
"1",20,"NO",2093.79999999702,0,6,0.125,-0.375,-0.875,2.875,-1.875
"1",20,"NO",2093.79999999702,0,6,1.625,-0.375,-0.875,2.875,-1.875
"1",20,"NO",2093.79999999702,0,6,-1.875,-0.375,-0.875,2.875,-1.875
"1",20,"NO",2093.79999999702,0,6,2.875,-0.375,-0.875,2.875,-1.875
"1",20,"NO",2093.79999999702,0,6,-0.875,-0.375,-0.875,2.875,-1.875
"1",20,"NO",2093.79999999702,0,6,-0.375,-0.375,-0.875,2.875,-1.875
"1",21,"NO",1921.70000000298,-2,6,0.375,-1.375,-2.875,1.125,-2.125
"1",21,"NO",1921.70000000298,-2,6,0.625,-1.375,-2.875,1.125,-2.125
"1",21,"NO",1921.70000000298,-2,6,-2.125,-1.375,-2.875,1.125,-2.125
"1",21,"NO",1921.70000000298,-2,6,1.125,-1.375,-2.875,1.125,-2.125
"1",21,"NO",1921.70000000298,-2,6,-2.875,-1.375,-2.875,1.125,-2.125
"1",21,"NO",1921.70000000298,-2,6,-1.375,-1.375,-2.875,1.125,-2.125
"1",22,"NO",1171.09999999404,-1,3,0.125,-2.375,-1.125,0.125,NA
"1",22,"NO",1171.09999999404,-1,3,-1.125,-2.375,-1.125,0.125,NA
"1",22,"NO",1171.09999999404,-1,3,-2.375,-2.375,-1.125,0.125,NA
"1",23,"NO",1920.09999999404,-1,6,2.875,-1.375,-0.625,0.375,1.875
"1",23,"NO",1920.09999999404,-1,6,-0.875,-1.375,-0.625,0.375,1.875
"1",23,"NO",1920.09999999404,-1,6,1.875,-1.375,-0.625,0.375,1.875
"1",23,"NO",1920.09999999404,-1,6,0.375,-1.375,-0.625,0.375,1.875
"1",23,"NO",1920.09999999404,-1,6,-0.625,-1.375,-0.625,0.375,1.875
"1",23,"NO",1920.09999999404,-1,6,-1.375,-1.375,-0.625,0.375,1.875
"1",24,"NO",1707.5,-1,5,2.875,-0.625,-1.375,-2.875,0.125
"1",24,"NO",1707.5,-1,5,0.125,-0.625,-1.375,-2.875,0.125
"1",24,"NO",1707.5,-1,5,-2.875,-0.625,-1.375,-2.875,0.125
"1",24,"NO",1707.5,-1,5,-1.375,-0.625,-1.375,-2.875,0.125
"1",24,"NO",1707.5,-1,5,-0.625,-0.625,-1.375,-2.875,0.125
"1",25,"NO",2093.5,1,6,2.875,2.625,-1.125,2.875,-2.125
"1",25,"NO",2093.5,1,6,-1.875,2.625,-1.125,2.875,-2.125
"1",25,"NO",2093.5,1,6,-2.125,2.625,-1.125,2.875,-2.125
"1",25,"NO",2093.5,1,6,2.875,2.625,-1.125,2.875,-2.125
"1",25,"NO",2093.5,1,6,-1.125,2.625,-1.125,2.875,-2.125
"1",25,"NO",2093.5,1,6,2.625,2.625,-1.125,2.875,-2.125
"1",26,"YES",1318.29999999702,2,4,2.875,2.875,1.625,2.875,2.875
"1",26,"YES",1318.29999999702,2,4,2.875,2.875,1.625,2.875,2.875
"1",26,"YES",1318.29999999702,2,4,1.625,2.875,1.625,2.875,2.875
"1",26,"YES",1318.29999999702,2,4,2.875,2.875,1.625,2.875,2.875
"1",27,"YES",1324.29999999702,2,4,2.875,2.875,2.875,2.875,2.875
"1",27,"YES",1324.29999999702,2,4,2.875,2.875,2.875,2.875,2.875
"1",27,"YES",1324.29999999702,2,4,2.875,2.875,2.875,2.875,2.875
"1",27,"YES",1324.29999999702,2,4,2.875,2.875,2.875,2.875,2.875
"1",28,"YES",1209.69999998808,2,4,2.875,0.875,2.875,1.625,2.875
"1",28,"YES",1209.69999998808,2,4,1.625,0.875,2.875,1.625,2.875
"1",28,"YES",1209.69999998808,2,4,2.875,0.875,2.875,1.625,2.875
"1",28,"YES",1209.69999998808,2,4,0.875,0.875,2.875,1.625,2.875
"1",29,"NO",11293,-2,37,2.875,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,0.625,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-2.875,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,0.125,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-1.625,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,0.125,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-2.875,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-2.875,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-0.375,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-2.375,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-2.875,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-0.375,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-1.125,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-2.875,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-2.875,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-1.375,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,0.625,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,0.875,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-2.375,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-2.875,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,2.875,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-2.625,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-0.625,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-2.875,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-2.875,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-2.625,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-0.875,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,0.625,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-2.875,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-0.125,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-2.875,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-2.875,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-0.375,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-0.875,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-1.625,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-2.875,-1.875,-2.875,-1.625,-0.875
"1",29,"NO",11293,-2,37,-1.875,-1.875,-2.875,-1.625,-0.875
"1",30,"NO",2477.39999999106,-2,8,0.375,-2.875,-0.375,0.375,-0.875
"1",30,"NO",2477.39999999106,-2,8,-2.875,-2.875,-0.375,0.375,-0.875
"1",30,"NO",2477.39999999106,-2,8,-2.625,-2.875,-0.375,0.375,-0.875
"1",30,"NO",2477.39999999106,-2,8,1.375,-2.875,-0.375,0.375,-0.875
"1",30,"NO",2477.39999999106,-2,8,-0.875,-2.875,-0.375,0.375,-0.875
"1",30,"NO",2477.39999999106,-2,8,0.375,-2.875,-0.375,0.375,-0.875
"1",30,"NO",2477.39999999106,-2,8,-0.375,-2.875,-0.375,0.375,-0.875
"1",30,"NO",2477.39999999106,-2,8,-2.875,-2.875,-0.375,0.375,-0.875
"1",31,"NO",2967.29999999702,0,9,0.125,-2.875,-1.625,-2.125,2.875
"1",31,"NO",2967.29999999702,0,9,0.125,-2.875,-1.625,-2.125,2.875
"1",31,"NO",2967.29999999702,0,9,-0.875,-2.875,-1.625,-2.125,2.875
"1",31,"NO",2967.29999999702,0,9,1.625,-2.875,-1.625,-2.125,2.875
"1",31,"NO",2967.29999999702,0,9,2.875,-2.875,-1.625,-2.125,2.875
"1",31,"NO",2967.29999999702,0,9,2.875,-2.875,-1.625,-2.125,2.875
"1",31,"NO",2967.29999999702,0,9,-2.125,-2.875,-1.625,-2.125,2.875
"1",31,"NO",2967.29999999702,0,9,-1.625,-2.875,-1.625,-2.125,2.875
"1",31,"NO",2967.29999999702,0,9,-2.875,-2.875,-1.625,-2.125,2.875
"1",32,"YES",4961.09999999404,1,16,2.875,0.875,2.625,2.375,0.375
"1",32,"YES",4961.09999999404,1,16,1.125,0.875,2.625,2.375,0.375
"1",32,"YES",4961.09999999404,1,16,-1.875,0.875,2.625,2.375,0.375
"1",32,"YES",4961.09999999404,1,16,-0.125,0.875,2.625,2.375,0.375
"1",32,"YES",4961.09999999404,1,16,1.625,0.875,2.625,2.375,0.375
"1",32,"YES",4961.09999999404,1,16,2.375,0.875,2.625,2.375,0.375
"1",32,"YES",4961.09999999404,1,16,2.875,0.875,2.625,2.375,0.375
"1",32,"YES",4961.09999999404,1,16,-2.375,0.875,2.625,2.375,0.375
"1",32,"YES",4961.09999999404,1,16,-2.375,0.875,2.625,2.375,0.375
"1",32,"YES",4961.09999999404,1,16,0.125,0.875,2.625,2.375,0.375
"1",32,"YES",4961.09999999404,1,16,2.875,0.875,2.625,2.375,0.375
"1",32,"YES",4961.09999999404,1,16,-1.875,0.875,2.625,2.375,0.375
"1",32,"YES",4961.09999999404,1,16,0.375,0.875,2.625,2.375,0.375
"1",32,"YES",4961.09999999404,1,16,2.375,0.875,2.625,2.375,0.375
"1",32,"YES",4961.09999999404,1,16,2.625,0.875,2.625,2.375,0.375
"1",32,"YES",4961.09999999404,1,16,0.875,0.875,2.625,2.375,0.375
"1",33,"NO",2506.79999999702,-2,8,2.875,0.375,-0.125,-2.375,0.125
"1",33,"NO",2506.79999999702,-2,8,-2.875,0.375,-0.125,-2.375,0.125
"1",33,"NO",2506.79999999702,-2,8,-0.125,0.375,-0.125,-2.375,0.125
"1",33,"NO",2506.79999999702,-2,8,-2.875,0.375,-0.125,-2.375,0.125
"1",33,"NO",2506.79999999702,-2,8,0.125,0.375,-0.125,-2.375,0.125
"1",33,"NO",2506.79999999702,-2,8,-2.375,0.375,-0.125,-2.375,0.125
"1",33,"NO",2506.79999999702,-2,8,-0.125,0.375,-0.125,-2.375,0.125
"1",33,"NO",2506.79999999702,-2,8,0.375,0.375,-0.125,-2.375,0.125
"1",34,"NO",1671.20000000298,0,5,2.875,-2.125,-0.625,-0.875,-0.625
"1",34,"NO",1671.20000000298,0,5,-0.625,-2.125,-0.625,-0.875,-0.625
"1",34,"NO",1671.20000000298,0,5,-0.875,-2.125,-0.625,-0.875,-0.625
"1",34,"NO",1671.20000000298,0,5,-0.625,-2.125,-0.625,-0.875,-0.625
"1",34,"NO",1671.20000000298,0,5,-2.125,-2.125,-0.625,-0.875,-0.625
"1",35,"YES",1241.89999999106,2,4,2.875,-0.625,2.875,2.875,2.875
"1",35,"YES",1241.89999999106,2,4,2.875,-0.625,2.875,2.875,2.875
"1",35,"YES",1241.89999999106,2,4,2.875,-0.625,2.875,2.875,2.875
"1",35,"YES",1241.89999999106,2,4,-0.625,-0.625,2.875,2.875,2.875
"1",36,"NO",2196.89999999106,0,7,2.875,-2.375,-1.125,-2.875,1.625
"1",36,"NO",2196.89999999106,0,7,-0.125,-2.375,-1.125,-2.875,1.625
"1",36,"NO",2196.89999999106,0,7,0.375,-2.375,-1.125,-2.875,1.625
"1",36,"NO",2196.89999999106,0,7,1.625,-2.375,-1.125,-2.875,1.625
"1",36,"NO",2196.89999999106,0,7,-2.875,-2.375,-1.125,-2.875,1.625
"1",36,"NO",2196.89999999106,0,7,-1.125,-2.375,-1.125,-2.875,1.625
"1",36,"NO",2196.89999999106,0,7,-2.375,-2.375,-1.125,-2.875,1.625
"1",37,"NO",1419.10000000894,-2,4,0.625,-0.625,-1.125,-2.875,0.625
"1",37,"NO",1419.10000000894,-2,4,-2.875,-0.625,-1.125,-2.875,0.625
"1",37,"NO",1419.10000000894,-2,4,-1.125,-0.625,-1.125,-2.875,0.625
"1",37,"NO",1419.10000000894,-2,4,-0.625,-0.625,-1.125,-2.875,0.625
"1",38,"YES",1393,2,4,2.875,1.625,1.625,2.875,2.875
"1",38,"YES",1393,2,4,2.875,1.625,1.625,2.875,2.875
"1",38,"YES",1393,2,4,1.625,1.625,1.625,2.875,2.875
"1",38,"YES",1393,2,4,1.625,1.625,1.625,2.875,2.875
"1",39,"YES",1432.29999999702,1,4,2.875,1.375,1.875,2.875,2.875
"1",39,"YES",1432.29999999702,1,4,2.875,1.375,1.875,2.875,2.875
"1",39,"YES",1432.29999999702,1,4,1.875,1.375,1.875,2.875,2.875
"1",39,"YES",1432.29999999702,1,4,1.375,1.375,1.875,2.875,2.875
"1",40,"YES",2231.39999999106,1,7,0.125,2.875,2.125,1.625,-1.375
"1",40,"YES",2231.39999999106,1,7,0.375,2.875,2.125,1.625,-1.375
"1",40,"YES",2231.39999999106,1,7,0.625,2.875,2.125,1.625,-1.375
"1",40,"YES",2231.39999999106,1,7,-1.375,2.875,2.125,1.625,-1.375
"1",40,"YES",2231.39999999106,1,7,1.625,2.875,2.125,1.625,-1.375
"1",40,"YES",2231.39999999106,1,7,2.125,2.875,2.125,1.625,-1.375
"1",40,"YES",2231.39999999106,1,7,2.875,2.875,2.125,1.625,-1.375
"1",41,"NO",1706.39999999106,-2,5,0.125,-2.875,-2.875,1.125,-2.875
"1",41,"NO",1706.39999999106,-2,5,-2.875,-2.875,-2.875,1.125,-2.875
"1",41,"NO",1706.39999999106,-2,5,1.125,-2.875,-2.875,1.125,-2.875
"1",41,"NO",1706.39999999106,-2,5,-2.875,-2.875,-2.875,1.125,-2.875
"1",41,"NO",1706.39999999106,-2,5,-2.875,-2.875,-2.875,1.125,-2.875
"1",42,"YES",2044.29999999702,0,6,2.875,0.375,2.875,-0.375,2.875
"1",42,"YES",2044.29999999702,0,6,1.125,0.375,2.875,-0.375,2.875
"1",42,"YES",2044.29999999702,0,6,2.875,0.375,2.875,-0.375,2.875
"1",42,"YES",2044.29999999702,0,6,-0.375,0.375,2.875,-0.375,2.875
"1",42,"YES",2044.29999999702,0,6,2.875,0.375,2.875,-0.375,2.875
"1",42,"YES",2044.29999999702,0,6,0.375,0.375,2.875,-0.375,2.875
"1",43,"NO",2045.60000000894,-1,6,0.125,-1.375,-0.375,2.125,1.125
"1",43,"NO",2045.60000000894,-1,6,-0.625,-1.375,-0.375,2.125,1.125
"1",43,"NO",2045.60000000894,-1,6,1.125,-1.375,-0.375,2.125,1.125
"1",43,"NO",2045.60000000894,-1,6,2.125,-1.375,-0.375,2.125,1.125
"1",43,"NO",2045.60000000894,-1,6,-0.375,-1.375,-0.375,2.125,1.125
"1",43,"NO",2045.60000000894,-1,6,-1.375,-1.375,-0.375,2.125,1.125
"1",44,"YES",1258.20000000298,2,4,2.875,2.375,0.625,1.875,2.875
"1",44,"YES",1258.20000000298,2,4,1.875,2.375,0.625,1.875,2.875
"1",44,"YES",1258.20000000298,2,4,0.625,2.375,0.625,1.875,2.875
"1",44,"YES",1258.20000000298,2,4,2.375,2.375,0.625,1.875,2.875
"1",45,"NO",2029.59999999404,-1,6,2.875,-2.375,-2.875,0.125,1.125
"1",45,"NO",2029.59999999404,-1,6,-2.125,-2.375,-2.875,0.125,1.125
"1",45,"NO",2029.59999999404,-1,6,1.125,-2.375,-2.875,0.125,1.125
"1",45,"NO",2029.59999999404,-1,6,0.125,-2.375,-2.875,0.125,1.125
"1",45,"NO",2029.59999999404,-1,6,-2.875,-2.375,-2.875,0.125,1.125
"1",45,"NO",2029.59999999404,-1,6,-2.375,-2.375,-2.875,0.125,1.125
"1",46,"NO",1995.20000000298,0,6,0.875,-2.625,-1.625,0.875,1.125
"1",46,"NO",1995.20000000298,0,6,-2.875,-2.625,-1.625,0.875,1.125
"1",46,"NO",1995.20000000298,0,6,1.125,-2.625,-1.625,0.875,1.125
"1",46,"NO",1995.20000000298,0,6,0.875,-2.625,-1.625,0.875,1.125
"1",46,"NO",1995.20000000298,0,6,-1.625,-2.625,-1.625,0.875,1.125
"1",46,"NO",1995.20000000298,0,6,-2.625,-2.625,-1.625,0.875,1.125
"1",47,"NO",1686.60000000894,0,5,2.875,0.125,-1.625,0.625,-2.125
"1",47,"NO",1686.60000000894,0,5,-2.125,0.125,-1.625,0.625,-2.125
"1",47,"NO",1686.60000000894,0,5,0.625,0.125,-1.625,0.625,-2.125
"1",47,"NO",1686.60000000894,0,5,-1.625,0.125,-1.625,0.625,-2.125
"1",47,"NO",1686.60000000894,0,5,0.125,0.125,-1.625,0.625,-2.125
"1",48,"YES",2316.20000000298,1,7,2.875,-1.125,-0.375,1.875,-1.375
"1",48,"YES",2316.20000000298,1,7,2.125,-1.125,-0.375,1.875,-1.375
"1",48,"YES",2316.20000000298,1,7,0.375,-1.125,-0.375,1.875,-1.375
"1",48,"YES",2316.20000000298,1,7,-1.375,-1.125,-0.375,1.875,-1.375
"1",48,"YES",2316.20000000298,1,7,1.875,-1.125,-0.375,1.875,-1.375
"1",48,"YES",2316.20000000298,1,7,-0.375,-1.125,-0.375,1.875,-1.375
"1",48,"YES",2316.20000000298,1,7,-1.125,-1.125,-0.375,1.875,-1.375
"1",49,"YES",7090.20000000298,1,23,0.625,0.375,-1.375,-1.125,-0.625
"1",49,"YES",7090.20000000298,1,23,1.625,0.375,-1.375,-1.125,-0.625
"1",49,"YES",7090.20000000298,1,23,-2.875,0.375,-1.375,-1.125,-0.625
